,ISO3,Year,"GDP per capita, PPP (constant 2021 international $)",Country ID,Country,"Life expectancy at birth, total (years)",Capital City,longitude,latitude,Region,Income Level,Lending Type
18,ABW,1978,,AW,Aruba,70.271,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
19,ABW,1979,,AW,Aruba,70.507,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
20,ABW,1980,,AW,Aruba,70.771,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
21,ABW,1981,,AW,Aruba,71.344,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
22,ABW,1982,,AW,Aruba,71.485,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
23,ABW,1983,,AW,Aruba,71.606,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
24,ABW,1984,,AW,Aruba,71.711,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
25,ABW,1985,,AW,Aruba,71.792,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
26,ABW,1986,,AW,Aruba,71.831,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
27,ABW,1987,,AW,Aruba,72.448,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
28,ABW,1988,,AW,Aruba,72.519,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
29,ABW,1989,,AW,Aruba,72.531,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
30,ABW,1990,34579.220639762,AW,Aruba,72.546,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
31,ABW,1991,35552.0844155826,AW,Aruba,72.592,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
32,ABW,1992,35947.3722593228,AW,Aruba,72.717,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
33,ABW,1993,36124.3033492699,AW,Aruba,72.777,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
34,ABW,1994,37118.2720488659,AW,Aruba,72.796,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
35,ABW,1995,37009.6479728846,AW,Aruba,72.832,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
36,ABW,1996,35997.8544202823,AW,Aruba,72.856,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
37,ABW,1997,37070.0133081279,AW,Aruba,72.904,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
38,ABW,1998,36889.4231951587,AW,Aruba,72.94,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
39,ABW,1999,36842.9551654158,AW,Aruba,72.857,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
40,ABW,2000,39244.8298545806,AW,Aruba,72.939,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
41,ABW,2001,40505.5330010609,AW,Aruba,73.044,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
42,ABW,2002,39846.0627615715,AW,Aruba,73.135,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
43,ABW,2003,39832.5790764609,AW,Aruba,73.236,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
44,ABW,2004,41834.9275811055,AW,Aruba,73.223,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
45,ABW,2005,40608.8196948258,AW,Aruba,73.415,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
46,ABW,2006,40335.4176892185,AW,Aruba,73.498,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
47,ABW,2007,41272.27939244,AW,Aruba,73.642,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
48,ABW,2008,41710.4970441525,AW,Aruba,73.783,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
49,ABW,2009,36590.560109989,AW,Aruba,73.974,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
50,ABW,2010,35508.5945732562,AW,Aruba,74.297,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
51,ABW,2011,36435.5553328221,AW,Aruba,74.578,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
52,ABW,2012,35530.2600441558,AW,Aruba,74.841,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
53,ABW,2013,37255.3534520324,AW,Aruba,75.072,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
54,ABW,2014,36275.6809553371,AW,Aruba,75.261,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
55,ABW,2015,35682.3002526702,AW,Aruba,75.405,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
56,ABW,2016,36021.8308363445,AW,Aruba,75.54,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
57,ABW,2017,38558.0045581753,AW,Aruba,75.62,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
58,ABW,2018,39419.5557032263,AW,Aruba,75.88,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
59,ABW,2019,38435.4266171966,AW,Aruba,76.019,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
60,ABW,2020,28521.6888517757,AW,Aruba,75.406,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
61,ABW,2021,35696.3093722926,AW,Aruba,73.655,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
62,ABW,2022,38877.6744362842,AW,Aruba,76.226,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
63,ABW,2023,40516.8085633136,AW,Aruba,76.353,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
64,ABW,2024,,AW,Aruba,,Oranjestad,-70.0167,12.5167,Latin America & Caribbean ,High income,Not classified
65,AFG,1960,,AF,Afghanistan,32.799,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
66,AFG,1961,,AF,Afghanistan,33.291,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
67,AFG,1962,,AF,Afghanistan,33.757,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
68,AFG,1963,,AF,Afghanistan,34.201,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
69,AFG,1964,,AF,Afghanistan,34.673,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
70,AFG,1965,,AF,Afghanistan,35.124,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
71,AFG,1966,,AF,Afghanistan,35.583,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
72,AFG,1967,,AF,Afghanistan,36.042,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
73,AFG,1968,,AF,Afghanistan,36.51,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
74,AFG,1969,,AF,Afghanistan,36.979,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
75,AFG,1970,,AF,Afghanistan,37.46,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
76,AFG,1971,,AF,Afghanistan,37.932,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
77,AFG,1972,,AF,Afghanistan,38.423,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
78,AFG,1973,,AF,Afghanistan,38.951,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
79,AFG,1974,,AF,Afghanistan,39.469,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
80,AFG,1975,,AF,Afghanistan,39.994,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
81,AFG,1976,,AF,Afghanistan,40.518,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
82,AFG,1977,,AF,Afghanistan,41.082,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
83,AFG,1978,,AF,Afghanistan,40.086,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
84,AFG,1979,,AF,Afghanistan,38.844,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
85,AFG,1980,,AF,Afghanistan,39.258,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
86,AFG,1981,,AF,Afghanistan,39.406,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
87,AFG,1982,,AF,Afghanistan,36.058,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
88,AFG,1983,,AF,Afghanistan,36.517,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
89,AFG,1984,,AF,Afghanistan,31.473,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
90,AFG,1985,,AF,Afghanistan,32.132,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
91,AFG,1986,,AF,Afghanistan,38.4,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
92,AFG,1987,,AF,Afghanistan,38.831,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
93,AFG,1988,,AF,Afghanistan,43.238,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
94,AFG,1989,,AF,Afghanistan,44.496,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
95,AFG,1990,,AF,Afghanistan,45.118,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
96,AFG,1991,,AF,Afghanistan,45.521,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
97,AFG,1992,,AF,Afghanistan,46.569,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
98,AFG,1993,,AF,Afghanistan,51.021,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
99,AFG,1994,,AF,Afghanistan,50.969,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
100,AFG,1995,,AF,Afghanistan,52.103,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
101,AFG,1996,,AF,Afghanistan,52.83,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
102,AFG,1997,,AF,Afghanistan,53.212,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
103,AFG,1998,,AF,Afghanistan,52.487,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
104,AFG,1999,,AF,Afghanistan,54.532,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
105,AFG,2000,1617.82647494969,AF,Afghanistan,55.005,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
106,AFG,2001,1454.11078195559,AF,Afghanistan,55.511,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
107,AFG,2002,1774.30874287341,AF,Afghanistan,56.225,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
108,AFG,2003,1815.92819979586,AF,Afghanistan,57.171,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
109,AFG,2004,1776.91820712187,AF,Afghanistan,57.81,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
110,AFG,2005,1908.11478234587,AF,Afghanistan,58.247,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
111,AFG,2006,1929.72389709372,AF,Afghanistan,58.553,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
112,AFG,2007,2155.35306784413,AF,Afghanistan,58.956,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
113,AFG,2008,2191.50435559062,AF,Afghanistan,59.708,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
114,AFG,2009,2565.02208584099,AF,Afghanistan,60.248,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
115,AFG,2010,2848.58606111495,AF,Afghanistan,60.702,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
116,AFG,2011,2757.05258747725,AF,Afghanistan,61.25,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
117,AFG,2012,2985.31914452845,AF,Afghanistan,61.735,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
118,AFG,2013,3046.57993117128,AF,Afghanistan,62.188,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
119,AFG,2014,3017.94254424696,AF,Afghanistan,62.26,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
120,AFG,2015,2967.692067153,AF,Afghanistan,62.27,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
121,AFG,2016,2958.7853992308,AF,Afghanistan,62.646,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
122,AFG,2017,2952.99891598909,AF,Afghanistan,62.406,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
123,AFG,2018,2902.39211285546,AF,Afghanistan,62.443,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
124,AFG,2019,2927.2451435353,AF,Afghanistan,62.941,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
125,AFG,2020,2769.68574507111,AF,Afghanistan,61.454,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
126,AFG,2021,2144.16657002819,AF,Afghanistan,60.417,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
127,AFG,2022,1981.71016810561,AF,Afghanistan,65.617,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
128,AFG,2023,1983.81261992909,AF,Afghanistan,66.035,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
129,AFG,2024,,AF,Afghanistan,,Kabul,69.1761,34.5228,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA
130,AGO,1960,,AO,Angola,37.933,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
131,AGO,1961,,AO,Angola,36.902,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
132,AGO,1962,,AO,Angola,37.168,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
133,AGO,1963,,AO,Angola,37.419,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
134,AGO,1964,,AO,Angola,37.704,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
135,AGO,1965,,AO,Angola,37.968,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
136,AGO,1966,,AO,Angola,38.258,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
137,AGO,1967,,AO,Angola,38.616,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
138,AGO,1968,,AO,Angola,38.968,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
139,AGO,1969,,AO,Angola,39.329,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
140,AGO,1970,,AO,Angola,39.688,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
141,AGO,1971,,AO,Angola,40.076,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
142,AGO,1972,,AO,Angola,40.469,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
143,AGO,1973,,AO,Angola,40.871,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
144,AGO,1974,,AO,Angola,41.26,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
145,AGO,1975,,AO,Angola,40.817,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
146,AGO,1976,,AO,Angola,40.812,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
147,AGO,1977,,AO,Angola,41.215,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
148,AGO,1978,,AO,Angola,41.573,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
149,AGO,1979,,AO,Angola,41.913,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
150,AGO,1980,,AO,Angola,42.242,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
151,AGO,1981,,AO,Angola,42.556,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
152,AGO,1982,,AO,Angola,42.857,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
153,AGO,1983,,AO,Angola,41.972,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
154,AGO,1984,,AO,Angola,42.245,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
155,AGO,1985,,AO,Angola,42.495,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
156,AGO,1986,,AO,Angola,42.739,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
157,AGO,1987,,AO,Angola,40.786,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
158,AGO,1988,,AO,Angola,41.471,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
159,AGO,1989,,AO,Angola,41.698,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
160,AGO,1990,7391.75235368345,AO,Angola,41.854,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
161,AGO,1991,7218.44143173584,AO,Angola,43.812,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
162,AGO,1992,6578.06857492,AO,Angola,42.267,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
163,AGO,1993,4843.15588381552,AO,Angola,42.19,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
164,AGO,1994,4751.47164903966,AO,Angola,43.567,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
165,AGO,1995,5284.70313321921,AO,Angola,46.139,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
166,AGO,1996,5800.9625138357,AO,Angola,46.418,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
167,AGO,1997,6015.18684736899,AO,Angola,46.688,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
168,AGO,1998,6090.09587758534,AO,Angola,45.452,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
169,AGO,1999,6021.22914776477,AO,Angola,45.808,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
170,AGO,2000,6002.98914011246,AO,Angola,46.501,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
171,AGO,2001,6049.16321222272,AO,Angola,47.032,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
172,AGO,2002,6645.47776627718,AO,Angola,47.874,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
173,AGO,2003,6609.21488902386,AO,Angola,50.218,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
174,AGO,2004,7074.02594737625,AO,Angola,51.123,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
175,AGO,2005,7845.89015271542,AO,Angola,52.13,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
176,AGO,2006,8435.4550466421,AO,Angola,52.965,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
177,AGO,2007,9263.98070293341,AO,Angola,54.2,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
178,AGO,2008,9916.90935059131,AO,Angola,55.281,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
179,AGO,2009,9629.09194801829,AO,Angola,56.225,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
180,AGO,2010,9672.83922433216,AO,Angola,57.242,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
181,AGO,2011,9627.02059776978,AO,Angola,58.093,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
182,AGO,2012,10051.3399118452,AO,Angola,58.916,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
183,AGO,2013,10150.9160957693,AO,Angola,59.705,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
184,AGO,2014,10250.5924040333,AO,Angola,60.396,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
185,AGO,2015,9980.92988185425,AO,Angola,61.042,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
186,AGO,2016,9381.80972573042,AO,Angola,61.619,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
187,AGO,2017,9042.11712940232,AO,Angola,62.122,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
188,AGO,2018,8620.21466424389,AO,Angola,62.622,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
189,AGO,2019,8274.54256174643,AO,Angola,63.051,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
190,AGO,2020,7556.96792771976,AO,Angola,63.116,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
191,AGO,2021,7408.12659121059,AO,Angola,62.958,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
192,AGO,2022,7397.48642731105,AO,Angola,64.246,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
193,AGO,2023,7250.40269935241,AO,Angola,64.617,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
194,AGO,2024,7344.14537855393,AO,Angola,,Luanda,13.242,-8.81155,Sub-Saharan Africa ,Lower middle income,IBRD
195,ALB,1960,,AL,Albania,56.413,Tirane,19.8172,41.3317,Europe & Central Asia,Upper middle income,IBRD
196,ALB,1961,,AL,Albania,57.488,Tirane,19.8172,41.3317,Europe & Central Asia,Upper middle income,IBRD
197,ALB,1962,,AL,Albania,58.494,Tirane,19.8172,41.3317,Europe & Central Asia,Upper middle income,IBRD
198,ALB,1963,,AL,Albania,59.479,Tirane,19.8172,41.3317,Europe & Central Asia,Upper middle income,IBRD
199,ALB,1964,,AL,Albania,60.404,Tirane,19.8172,41.3317,Europe & Central Asia,Upper middle income,IBRD
200,ALB,1965,,AL,Albania,61.273,Tirane,19.8172,41.3317,Europe & Central Asia,Upper middle income,IBRD
201,ALB,1966,,AL,Albania,62.149,Tirane,19.8172,41.3317,Europe & Central Asia,Upper middle income,IBRD
202,ALB,1967,,AL,Albania,62.976,Tirane,19.8172,41.3317,Europe & Central Asia,Upper middle income,IBRD
203,ALB,1968,,AL,Albania,63.788,Tirane,19.8172,41.3317,Europe & Central Asia,Upper middle income,IBRD
204,ALB,1969,,AL,Albania,64.538,Tirane,19.8172,41.3317,Europe & Central Asia,Upper middle income,IBRD
205,ALB,1970,,AL,Albania,65.234,Tirane,19.8172,41.3317,Europe & Central Asia,Upper middle income,IBRD
206,ALB,1971,,AL,Albania,65.896,Tirane,19.8172,41.3317,Europe & Central Asia,Upper middle income,IBRD
